a¤o;area;type_violen;sexo;n_casos;poblacion;tasa_x100h
2018;Usme;Intrafamiliar;Total general;2504;342940;730.2
2018;Los Mártires;Intrafamiliar;Total general;504;93248;540.5
2018;Distrito;Intrafamiliar;Total general;30665;8181047;374.8
2018;La Candelaria;Intrafamiliar;Total general;109;22243;490
2018;Puente Aranda;Intrafamiliar;Total general;687;218555;314.3
2018;Rafael Uribe Uribe;Intrafamiliar;Total general;2199;348023;631.9
2018;Sumapaz;Intrafamiliar;Total general;111;7584;1463.6
2018;Santa Fe;Negligencia ;Total general;426;93857;453.9
2018;Kennedy;Negligencia ;Total general;1408;1230539;114.4
2018;Usme;Negligencia ;Total general;1438;342940;419.3
2018;Ciudad Bolívar;Negligencia ;Total general;3112;748012;416
2018;Puente Aranda;Negligencia ;Total general;272;218555;124.5
2018;San Cristóbal;Negligencia ;Total general;1250;392220;318.7
2018;Sumapaz;Negligencia ;Total general;65;7584;857.1
2018;Engativá;Negligencia ;Total general;803;883319;90.9
2018;Chapinero;Negligencia ;Total general;146;126192;115.7
2018;Distrito;Negligencia ;Total general;15326;8181047;187.3
2018;Rafael Uribe Uribe;Negligencia ;Total general;1142;348023;328.1
2018;Antonio Nariño;Negligencia ;Total general;156;109199;142.9
2018;Usaquén;Negligencia ;Total general;524;475275;110.3
2018;Los Mártires;Negligencia ;Total general;331;93248;355
2018;Bosa;Negligencia ;Total general;1872;753496;248.4
2018;Fontibón;Negligencia ;Total general;337;424038;79.5
2018;Teusaquillo;Negligencia ;Total general;119;140135;84.9
2018;Suba;Negligencia ;Total general;1271;1315509;96.6
2018;Barrios Unidos;Negligencia ;Total general;149;270280;55.1
2018;Tunjuelito;Negligencia ;Total general;426;186383;228.6
2018;La Candelaria;Negligencia ;Total general;59;22243;265.3
2018;Antonio Nariño;Sexual;Total general;63;109199;57.7
2018;Ciudad Bolívar;Sexual;Total general;1055;748012;141
2018;Los Mártires;Sexual;Total general;79;93248;84.7
2018;Distrito;Sexual;Total general;6929;8181047;84.7
2018;Engativá;Sexual;Total general;512;883319;58
2018;Bosa;Sexual;Total general;913;753496;121.2
2018;Teusaquillo;Sexual;Total general;72;140135;51.4
2018;Puente Aranda;Sexual;Total general;188;218555;86
2018;San Cristóbal;Sexual;Total general;431;392220;109.9
2018;Fontibón;Sexual;Total general;250;424038;59
2018;Barrios Unidos;Sexual;Total general;87;270280;32.2
2018;Santa Fe;Sexual;Total general;118;93857;125.7
2018;Kennedy;Sexual;Total general;917;1230539;74.5
2018;Usme;Sexual;Total general;578;342940;168.5
2018;La Candelaria;Sexual;Total general;27;22243;121.4
2018;Usaquén;Sexual;Total general;268;475275;56.4
2018;Tunjuelito;Sexual;Total general;191;186383;102.5
2018;Sumapaz;Sexual;Total general;13;7584;171.4
2018;Rafael Uribe Uribe;Sexual;Total general;413;348023;118.7
2018;Suba;Sexual;Total general;649;1315509;49.3
2018;Chapinero;Sexual;Total general;95;126192;75.3
2018;Tunjuelito;Abandono;Mujer;21;93941;22.4
2018;Chapinero;Abandono;Mujer;10;65600;15.2
2018;Barrios Unidos;Abandono;Mujer;19;133823;14.2
2018;Teusaquillo;Abandono;Mujer;6;73454;8.2
2018;Kennedy;Abandono;Mujer;74;629715;11.8
2018;Rafael Uribe Uribe;Abandono;Mujer;58;177753;32.6
2018;San Cristóbal;Abandono;Mujer;45;201727;22.3
2018;Los Mártires;Abandono;Mujer;12;45901;26.1
2018;Ciudad Bolívar;Abandono;Mujer;69;383066;18
2018;Usaquén;Abandono;Mujer;34;254310;13.4
2018;Antonio Nariño;Abandono;Mujer;13;55427;23.5
2018;Distrito;Abandono;Mujer;686;4217198;16.3
2018;Fontibón;Abandono;Mujer;17;223980;7.6
2018;Puente Aranda;Abandono;Mujer;29;109526;26.5
2018;Santa Fe;Abandono;Mujer;18;46438;38.8
2018;Suba;Abandono;Mujer;69;688555;10
2018;Usme;Abandono;Mujer;40;175249;22.8
2018;Sumapaz;Abandono;Mujer;8;3706;215.9
2018;Bosa;Abandono;Mujer;101;386336;26.1
2018;La Candelaria;Abandono;Mujer;3;10270;29.2
2018;Engativá;Abandono;Mujer;40;458421;8.7
2018;Bosa;Económica;Mujer;127;386336;32.9
2018;Usme;Económica;Mujer;41;175249;23.4
2018;San Cristóbal;Económica;Mujer;42;201727;20.8
2018;Suba;Económica;Mujer;53;688555;7.7
2018;La Candelaria;Económica;Mujer;2;10270;19.5
2018;Engativá;Económica;Mujer;60;458421;13.1
2018;Tunjuelito;Económica;Mujer;11;93941;11.7
2018;Kennedy;Económica;Mujer;88;629715;14
2018;Fontibón;Económica;Mujer;32;223980;14.3
2018;Santa Fe;Económica;Mujer;20;46438;43.1
2018;Rafael Uribe Uribe;Económica;Mujer;37;177753;20.8
2018;Distrito;Económica;Mujer;707;4217198;16.8
2018;Ciudad Bolívar;Económica;Mujer;63;383066;16.4
2018;Puente Aranda;Económica;Mujer;26;109526;23.7
2018;Usaquén;Económica;Mujer;40;254310;15.7
2018;Barrios Unidos;Económica;Mujer;18;133823;13.5
2018;Los Mártires;Económica;Mujer;10;45901;21.8
2018;Antonio Nariño;Económica;Mujer;14;55427;25.3
2018;Sumapaz;Económica;Mujer;2;3706;54
2018;Teusaquillo;Económica;Mujer;6;73454;8.2
2018;Chapinero;Económica;Mujer;15;65600;22.9
2018;Kennedy;Emocional;Mujer;2363;629715;375.2
2018;Ciudad Bolívar;Emocional;Mujer;3403;383066;888.4
2018;Teusaquillo;Emocional;Mujer;252;73454;343.1
2018;Suba;Emocional;Mujer;2314;688555;336.1
2018;Bosa;Emocional;Mujer;2561;386336;662.9
2018;Fontibón;Emocional;Mujer;653;223980;291.5
2018;Sumapaz;Emocional;Mujer;71;3706;1915.8
2018;Los Mártires;Emocional;Mujer;381;45901;830
2018;Rafael Uribe Uribe;Emocional;Mujer;1532;177753;861.9
2018;Antonio Nariño;Emocional;Mujer;250;55427;451
2018;Puente Aranda;Emocional;Mujer;515;109526;470.2
2018;Usme;Emocional;Mujer;1713;175249;977.5
2018;Santa Fe;Emocional;Mujer;524;46438;1128.4
2018;Usaquén;Emocional;Mujer;966;254310;379.9
2018;La Candelaria;Emocional;Mujer;85;10270;827.7
2018;Engativá;Emocional;Mujer;1519;458421;331.4
2018;Tunjuelito;Emocional;Mujer;558;93941;594
2018;Chapinero;Emocional;Mujer;294;65600;448.2
2018;Distrito;Emocional;Mujer;21830;4217198;517.6
2018;San Cristóbal;Emocional;Mujer;1544;201727;765.4
2018;Barrios Unidos;Emocional;Mujer;297;133823;221.9
2018;Los Mártires;Física;Mujer;91;45901;198.3
2018;Distrito;Física;Mujer;5990;4217198;142
2018;Bosa;Física;Mujer;630;386336;163.1
2018;Kennedy;Física;Mujer;773;629715;122.8
2018;Rafael Uribe Uribe;Física;Mujer;385;177753;216.6
2018;Santa Fe;Física;Mujer;123;46438;264.9
2018;Barrios Unidos;Física;Mujer;91;133823;68
2018;Puente Aranda;Física;Mujer;185;109526;168.9
2018;La Candelaria;Física;Mujer;21;10270;204.5
2018;Engativá;Física;Mujer;514;458421;112.1
2018;Antonio Nariño;Física;Mujer;74;55427;133.5
2018;Ciudad Bolívar;Física;Mujer;693;383066;180.9
2018;Tunjuelito;Física;Mujer;141;93941;150.1
2018;San Cristóbal;Física;Mujer;351;201727;174
2018;Suba;Física;Mujer;782;688555;113.6
2018;Chapinero;Física;Mujer;93;65600;141.8
2018;Usme;Física;Mujer;391;175249;223.1
2018;Teusaquillo;Física;Mujer;87;73454;118.4
2018;Fontibón;Física;Mujer;227;223980;101.3
2018;Sumapaz;Física;Mujer;11;3706;296.8
2018;Usaquén;Física;Mujer;314;254310;123.5
2018;Kennedy;Intrafamiliar;Mujer;2363;629715;375.2
2018;La Candelaria;Intrafamiliar;Mujer;85;10270;827.7
2018;Sumapaz;Intrafamiliar;Mujer;71;3706;1915.8
2018;Santa Fe;Intrafamiliar;Mujer;524;46438;1128.4
2018;Teusaquillo;Intrafamiliar;Mujer;252;73454;343.1
2018;Suba;Intrafamiliar;Mujer;2314;688555;336.1
2018;Los Mártires;Intrafamiliar;Mujer;381;45901;830
2018;San Cristóbal;Intrafamiliar;Mujer;1544;201727;765.4
2018;Antonio Nariño;Intrafamiliar;Mujer;250;55427;451
2018;Chapinero;Intrafamiliar;Mujer;294;65600;448.2
2018;Fontibón;Intrafamiliar;Mujer;653;223980;291.5
2018;Puente Aranda;Intrafamiliar;Mujer;515;109526;470.2
2018;Barrios Unidos;Intrafamiliar;Mujer;297;133823;221.9
2018;Engativá;Intrafamiliar;Mujer;1519;458421;331.4
2018;Usaquén;Intrafamiliar;Mujer;966;254310;379.9
2018;Distrito;Intrafamiliar;Mujer;21830;4217198;517.6
2018;Rafael Uribe Uribe;Intrafamiliar;Mujer;1532;177753;861.9
2018;Usme;Intrafamiliar;Mujer;1713;175249;977.5
2018;Tunjuelito;Intrafamiliar;Mujer;558;93941;594
2018;Ciudad Bolívar;Intrafamiliar;Mujer;3403;383066;888.4
2018;Bosa;Intrafamiliar;Mujer;2561;386336;662.9
2018;Usme;Negligencia ;Mujer;876;175249;499.9
2018;Barrios Unidos;Negligencia ;Mujer;93;133823;69.5
2018;Kennedy;Negligencia ;Mujer;918;629715;145.8
2018;Teusaquillo;Negligencia ;Mujer;82;73454;111.6
2018;Puente Aranda;Negligencia ;Mujer;181;109526;165.3
2018;Tunjuelito;Negligencia ;Mujer;252;93941;268.3
2018;Ciudad Bolívar;Negligencia ;Mujer;1886;383066;492.3
2018;Rafael Uribe Uribe;Negligencia ;Mujer;708;177753;398.3
2018;Usaquén;Negligencia ;Mujer;288;254310;113.2
2018;San Cristóbal;Negligencia ;Mujer;819;201727;406
2018;Chapinero;Negligencia ;Mujer;91;65600;138.7
2018;Santa Fe;Negligencia ;Mujer;295;46438;635.3
2018;Suba;Negligencia ;Mujer;808;688555;117.3
2018;Sumapaz;Negligencia ;Mujer;33;3706;890.4
2018;Engativá;Negligencia ;Mujer;457;458421;99.7
2018;Los Mártires;Negligencia ;Mujer;238;45901;518.5
2018;La Candelaria;Negligencia ;Mujer;43;10270;418.7
2018;Antonio Nariño;Negligencia ;Mujer;102;55427;184
2018;Distrito;Negligencia ;Mujer;9640;4217198;228.6
2018;Fontibón;Negligencia ;Mujer;223;223980;99.6
2018;Bosa;Negligencia ;Mujer;1233;386336;319.2
2018;La Candelaria;Sexual;Mujer;24;10270;233.7
2018;Tunjuelito;Sexual;Mujer;165;93941;175.6
2018;Usme;Sexual;Mujer;470;175249;268.2
2018;Suba;Sexual;Mujer;531;688555;77.1
2018;Bosa;Sexual;Mujer;772;386336;199.8
2018;Los Mártires;Sexual;Mujer;65;45901;141.6
2018;Distrito;Sexual;Mujer;5731;4217198;135.9
2018;Antonio Nariño;Sexual;Mujer;56;55427;101
2018;Engativá;Sexual;Mujer;421;458421;91.8
2018;Rafael Uribe Uribe;Sexual;Mujer;327;177753;184
2018;Sumapaz;Sexual;Mujer;13;3706;350.8
2018;San Cristóbal;Sexual;Mujer;353;201727;175
2018;Barrios Unidos;Sexual;Mujer;67;133823;50.1
2018;Teusaquillo;Sexual;Mujer;61;73454;83
2018;Ciudad Bolívar;Sexual;Mujer;881;383066;230
2018;Kennedy;Sexual;Mujer;741;629715;117.7
2018;Chapinero;Sexual;Mujer;75;65600;114.3
2018;Santa Fe;Sexual;Mujer;104;46438;224
2018;Usaquén;Sexual;Mujer;216;254310;84.9
2018;Fontibón;Sexual;Mujer;215;223980;96
2018;Puente Aranda;Sexual;Mujer;165;109526;150.6
2018;Santa Fe;Abandono;Hombre ;17;47419;35.9
2018;Kennedy;Abandono;Hombre ;47;600824;7.8
2018;Puente Aranda;Abandono;Hombre ;21;109029;19.3
2018;Rafael Uribe Uribe;Abandono;Hombre ;59;170270;34.7
2018;Ciudad Bolívar;Abandono;Hombre ;69;364946;18.9
2018;Los Mártires;Abandono;Hombre ;6;47347;12.7
2018;Barrios Unidos;Abandono;Hombre ;19;136457;13.9
2018;Chapinero;Abandono;Hombre ;4;60592;6.6
2018;Usaquén;Abandono;Hombre ;44;220965;19.9
2018;Usme;Abandono;Hombre ;38;167691;22.7
2018;Sumapaz;Abandono;Hombre ;6;3878;154.7
2018;Tunjuelito;Abandono;Hombre ;17;92442;18.4
2018;Antonio Nariño;Abandono;Hombre ;10;53772;18.6
2018;Fontibón;Abandono;Hombre ;6;200058;3
2018;Engativá;Abandono;Hombre ;37;424898;8.7
2018;La Candelaria;Abandono;Hombre ;2;11973;16.7
2018;Teusaquillo;Abandono;Hombre ;7;66681;10.5
2018;Suba;Abandono;Hombre ;49;626954;7.8
2018;San Cristóbal;Abandono;Hombre ;46;190493;24.1
2018;Distrito;Abandono;Hombre ;562;3963849;14.2
2018;Bosa;Abandono;Hombre ;58;367160;15.8
2018;Tunjuelito;Económica;Hombre ;0;92442;0
2018;Usaquén;Económica;Hombre ;11;220965;5
2018;Santa Fe;Económica;Hombre ;5;47419;10.5
2018;Usme;Económica;Hombre ;14;167691;8.3
2018;San Cristóbal;Económica;Hombre ;17;190493;8.9
2018;Chapinero;Económica;Hombre ;1;60592;1.7
2018;Bosa;Económica;Hombre ;58;367160;15.8
2018;Fontibón;Económica;Hombre ;10;200058;5
2018;Distrito;Económica;Hombre ;265;3963849;6.7
2018;Teusaquillo;Económica;Hombre ;5;66681;7.5
2018;Rafael Uribe Uribe;Económica;Hombre ;18;170270;10.6
2018;La Candelaria;Económica;Hombre ;1;11973;8.4
2018;Ciudad Bolívar;Económica;Hombre ;31;364946;8.5
2018;Sumapaz;Económica;Hombre ;0;3878;0
2018;Kennedy;Económica;Hombre ;42;600824;7
2018;Barrios Unidos;Económica;Hombre ;7;136457;5.1
2018;Antonio Nariño;Económica;Hombre ;2;53772;3.7
2018;Los Mártires;Económica;Hombre ;6;47347;12.7
2018;Puente Aranda;Económica;Hombre ;6;109029;5.5
2018;Suba;Económica;Hombre ;17;626954;2.7
2018;Engativá;Económica;Hombre ;14;424898;3.3
2018;Barrios Unidos;Emocional;Hombre ;131;136457;96
2018;Kennedy;Emocional;Hombre ;871;600824;145
2018;Los Mártires;Emocional;Hombre ;123;47347;259.8
2018;Chapinero;Emocional;Hombre ;107;60592;176.6
2018;San Cristóbal;Emocional;Hombre ;633;190493;332.3
2018;Engativá;Emocional;Hombre ;661;424898;155.6
2018;Distrito;Emocional;Hombre ;8880;3963849;224
2018;Puente Aranda;Emocional;Hombre ;172;109029;157.8
2018;Tunjuelito;Emocional;Hombre ;263;92442;284.5
2018;Usaquén;Emocional;Hombre ;432;220965;195.5
2018;Rafael Uribe Uribe;Emocional;Hombre ;667;170270;391.7
2018;Bosa;Emocional;Hombre ;927;367160;252.5
2018;Fontibón;Emocional;Hombre ;204;200058;102
2018;Usme;Emocional;Hombre ;791;167691;471.7
2018;La Candelaria;Emocional;Hombre ;24;11973;200.5
2018;Santa Fe;Emocional;Hombre ;189;47419;398.6
2018;Sumapaz;Emocional;Hombre ;40;3878;1031.5
2018;Antonio Nariño;Emocional;Hombre ;94;53772;174.8
2018;Teusaquillo;Emocional;Hombre ;74;66681;111
2018;Suba;Emocional;Hombre ;859;626954;137
2018;Ciudad Bolívar;Emocional;Hombre ;1608;364946;440.6
2018;Suba;Física;Hombre ;224;626954;35.7
2018;Barrios Unidos;Física;Hombre ;31;136457;22.7
2018;Fontibón;Física;Hombre ;61;200058;30.5
2018;Antonio Nariño;Física;Hombre ;28;53772;52.1
2018;San Cristóbal;Física;Hombre ;112;190493;58.8
2018;Teusaquillo;Física;Hombre ;18;66681;27
2018;Sumapaz;Física;Hombre ;1;3878;25.8
2018;Engativá;Física;Hombre ;198;424898;46.6
2018;Santa Fe;Física;Hombre ;37;47419;78
2018;Chapinero;Física;Hombre ;26;60592;42.9
2018;Ciudad Bolívar;Física;Hombre ;213;364946;58.4
2018;Usaquén;Física;Hombre ;97;220965;43.9
2018;Usme;Física;Hombre ;132;167691;78.7
2018;La Candelaria;Física;Hombre ;6;11973;50.1
2018;Los Mártires;Física;Hombre ;16;47347;33.8
2018;Puente Aranda;Física;Hombre ;53;109029;48.6
2018;Rafael Uribe Uribe;Física;Hombre ;106;170270;62.3
2018;Distrito;Física;Hombre ;1816;3963849;45.8
2018;Tunjuelito;Física;Hombre ;55;92442;59.5
2018;Bosa;Física;Hombre ;185;367160;50.4
2018;Kennedy;Física;Hombre ;214;600824;35.6
2018;Puente Aranda;Intrafamiliar;Hombre ;172;109029;157.8
2018;La Candelaria;Intrafamiliar;Hombre ;24;11973;200.5
2018;Sumapaz;Intrafamiliar;Hombre ;40;3878;1031.5
2018;Usme;Intrafamiliar;Hombre ;791;167691;471.7
2018;Santa Fe;Intrafamiliar;Hombre ;189;47419;398.6
2018;Barrios Unidos;Intrafamiliar;Hombre ;131;136457;96
2018;Antonio Nariño;Intrafamiliar;Hombre ;94;53772;174.8
2018;Distrito;Intrafamiliar;Hombre ;8880;3963849;224
2018;Ciudad Bolívar;Intrafamiliar;Hombre ;1608;364946;440.6
2018;Fontibón;Intrafamiliar;Hombre ;204;200058;102
2018;Rafael Uribe Uribe;Intrafamiliar;Hombre ;667;170270;391.7
2018;Los Mártires;Intrafamiliar;Hombre ;123;47347;259.8
2018;Teusaquillo;Intrafamiliar;Hombre ;74;66681;111
2018;Suba;Intrafamiliar;Hombre ;859;626954;137
2018;Usaquén;Intrafamiliar;Hombre ;432;220965;195.5
2018;Engativá;Intrafamiliar;Hombre ;661;424898;155.6
2018;Kennedy;Intrafamiliar;Hombre ;871;600824;145
2018;Tunjuelito;Intrafamiliar;Hombre ;263;92442;284.5
2018;Chapinero;Intrafamiliar;Hombre ;107;60592;176.6
2018;San Cristóbal;Intrafamiliar;Hombre ;633;190493;332.3
2018;Bosa;Intrafamiliar;Hombre ;927;367160;252.5
2018;Puente Aranda;Negligencia ;Hombre ;91;109029;83.5
2018;San Cristóbal;Negligencia ;Hombre ;431;190493;226.3
2018;Santa Fe;Negligencia ;Hombre ;131;47419;276.3
2018;Sumapaz;Negligencia ;Hombre ;32;3878;825.2
2018;Antonio Nariño;Negligencia ;Hombre ;54;53772;100.4
2018;Distrito;Negligencia ;Hombre ;5686;3963849;143.4
2018;Barrios Unidos;Negligencia ;Hombre ;56;136457;41
2018;Kennedy;Negligencia ;Hombre ;490;600824;81.6
2018;Tunjuelito;Negligencia ;Hombre ;174;92442;188.2
2018;Chapinero;Negligencia ;Hombre ;55;60592;90.8
2018;Usme;Negligencia ;Hombre ;562;167691;335.1
2018;Los Mártires;Negligencia ;Hombre ;93;47347;196.4
2018;Teusaquillo;Negligencia ;Hombre ;37;66681;55.5
2018;Bosa;Negligencia ;Hombre ;639;367160;174
2018;La Candelaria;Negligencia ;Hombre ;16;11973;133.6
2018;Rafael Uribe Uribe;Negligencia ;Hombre ;434;170270;254.9
2018;Suba;Negligencia ;Hombre ;463;626954;73.8
2018;Ciudad Bolívar;Negligencia ;Hombre ;1226;364946;335.9
2018;Fontibón;Negligencia ;Hombre ;114;200058;57
2018;Engativá;Negligencia ;Hombre ;346;424898;81.4
2018;Usaquén;Negligencia ;Hombre ;236;220965;106.8
2018;La Candelaria;Sexual;Hombre ;3;11973;25.1
2018;Usme;Sexual;Hombre ;108;167691;64.4
2018;Puente Aranda;Sexual;Hombre ;23;109029;21.1
2018;Usaquén;Sexual;Hombre ;52;220965;23.5
2018;Tunjuelito;Sexual;Hombre ;26;92442;28.1
2018;Antonio Nariño;Sexual;Hombre ;7;53772;13
2018;Kennedy;Sexual;Hombre ;176;600824;29.3
2018;Los Mártires;Sexual;Hombre ;14;47347;29.6
2018;Chapinero;Sexual;Hombre ;20;60592;33
2018;Rafael Uribe Uribe;Sexual;Hombre ;86;170270;50.5
2018;Barrios Unidos;Sexual;Hombre ;20;136457;14.7
2018;Ciudad Bolívar;Sexual;Hombre ;174;364946;47.7
2018;Fontibón;Sexual;Hombre ;35;200058;17.5
2018;Engativá;Sexual;Hombre ;91;424898;21.4
2018;Distrito;Sexual;Hombre ;1198;3963849;30.2
2018;San Cristóbal;Sexual;Hombre ;78;190493;40.9
2018;Sumapaz;Sexual;Hombre ;0;3878;0
2018;Santa Fe;Sexual;Hombre ;14;47419;29.5
2018;Suba;Sexual;Hombre ;118;626954;18.8
2018;Bosa;Sexual;Hombre ;141;367160;38.4
2018;Teusaquillo;Sexual;Hombre ;11;66681;16.5
2019;Puente Aranda;Abandono;Total general;55;215191;25.6
2019;Los Mártires;Abandono;Total general;31;92755;33.4
2019;Distrito;Abandono;Total general;1698;8281030;20.5
2019;Kennedy;Abandono;Total general;208;1252014;16.6
2019;Santa Fe;Abandono;Total general;40;92490;43.2
2019;Chapinero;Abandono;Total general;17;125750;13.5
2019;Usaquén;Abandono;Total general;41;476184;8.6
2019;La Candelaria;Abandono;Total general;4;22041;18.1
2019;Suba;Abandono;Total general;116;1348372;8.6
2019;Barrios Unidos;Abandono;Total general;15;273396;5.5
2019;Rafael Uribe Uribe;Abandono;Total general;104;344990;30.1
2019;Fontibón;Abandono;Total general;37;434446;8.5
2019;San Cristóbal;Abandono;Total general;122;389945;31.3
2019;Antonio Nariño;Abandono;Total general;19;109104;17.4
2019;Ciudad Bolívar;Abandono;Total general;299;762184;39.2
2019;Engativá;Abandono;Total general;78;887886;8.8
2019;Sumapaz;Abandono;Total general;9;7711;116.7
2019;Teusaquillo;Abandono;Total general;27;139776;19.3
2019;Tunjuelito;Abandono;Total general;75;184743;40.6
2019;Usme;Abandono;Total general;180;345689;52.1
2019;Bosa;Abandono;Total general;221;776363;28.5
2019;Chapinero;Económica;Total general;8;125750;6.4
2019;Usaquén;Económica;Total general;24;476184;5
2019;Antonio Nariño;Económica;Total general;3;109104;2.7
2019;Kennedy;Económica;Total general;137;1252014;10.9
2019;La Candelaria;Económica;Total general;2;22041;9.1
2019;Bosa;Económica;Total general;104;776363;13.4
2019;Tunjuelito;Económica;Total general;15;184743;8.1
2019;Ciudad Bolívar;Económica;Total general;105;762184;13.8
2019;Distrito;Económica;Total general;804;8281030;9.7
2019;Engativá;Económica;Total general;39;887886;4.4
2019;San Cristóbal;Económica;Total general;53;389945;13.6
2019;Sumapaz;Económica;Total general;0;7711;0
2019;Fontibón;Económica;Total general;35;434446;8.1
2019;Santa Fe;Económica;Total general;15;92490;16.2
2019;Suba;Económica;Total general;97;1348372;7.2
2019;Barrios Unidos;Económica;Total general;9;273396;3.3
2019;Teusaquillo;Económica;Total general;13;139776;9.3
2019;Los Mártires;Económica;Total general;21;92755;22.6
2019;Puente Aranda;Económica;Total general;39;215191;18.1
2019;Usme;Económica;Total general;38;345689;11
2019;Rafael Uribe Uribe;Económica;Total general;47;344990;13.6
2019;Rafael Uribe Uribe;Emocional;Total general;2466;344990;714.8
2019;Barrios Unidos;Emocional;Total general;352;273396;128.8
2019;Sumapaz;Emocional;Total general;65;7711;843
2019;Usaquén;Emocional;Total general;1130;476184;237.3
2019;Santa Fe;Emocional;Total general;862;92490;932
2019;La Candelaria;Emocional;Total general;136;22041;617
2019;Engativá;Emocional;Total general;2232;887886;251.4
2019;Tunjuelito;Emocional;Total general;881;184743;476.9
2019;Distrito;Emocional;Total general;32877;8281030;397
2019;Ciudad Bolívar;Emocional;Total general;4330;762184;568.1
2019;Los Mártires;Emocional;Total general;715;92755;770.8
2019;Bosa;Emocional;Total general;4149;776363;534.4
2019;Usme;Emocional;Total general;2367;345689;684.7
2019;San Cristóbal;Emocional;Total general;2899;389945;743.4
2019;Teusaquillo;Emocional;Total general;403;139776;288.3
2019;Suba;Emocional;Total general;3013;1348372;223.5
2019;Kennedy;Emocional;Total general;4163;1252014;332.5
2019;Fontibón;Emocional;Total general;989;434446;227.6
2019;Chapinero;Emocional;Total general;380;125750;302.2
2019;Puente Aranda;Emocional;Total general;909;215191;422.4
